text,sentiment,timestamp,user,platform,hashtags,retweets,likes,country,year,month,day,hour,tokens,token_count
savoring the flavors of a home-cooked meal. simple joys are the heart of happiness. #homecooking #simplejoys,Contentment,2023-06-14 19:30:00,HomeChefSenior,Instagram, #HappinessInFood #SeniorLife ,25.0,50.0,USA,2023,6,14,19,"['savoring', 'the', 'flavors', 'of', 'a', 'homecooked', 'meal', 'simple', 'joys', 'are', 'the', 'heart', 'of', 'happiness', 'homecooking', 'simplejoys']",16
embarking on a journey of learning a new language. the mind stays young with every new word. #languagelearning #nevertoolate,Curiosity,2023-06-15 12:15:00,LinguisticExplorer,Twitter, #MindEnrichment #SeniorLearning ,30.0,60.0,UK,2023,6,15,12,"['embarking', 'on', 'a', 'journey', 'of', 'learning', 'a', 'new', 'language', 'the', 'mind', 'stays', 'young', 'with', 'every', 'new', 'word', 'languagelearning', 'nevertoolate']",19
"attended a classical music concert, feeling the timeless melodies resonate. music transcends generations. #classicalmusic #timelessmelodies",Joy,2023-06-16 21:45:00,MusicConnoisseur,Facebook, #MusicLover #SeniorConcert ,18.0,35.0,Canada,2023,6,16,21,"['attended', 'a', 'classical', 'music', 'concert', 'feeling', 'the', 'timeless', 'melodies', 'resonate', 'music', 'transcends', 'generations', 'classicalmusic', 'timelessmelodies']",15
capturing the beauty of nature through photography. every snapshot is a treasure. #naturephotography #seniorphotographer,Joy,2023-06-17 15:00:00,PhotographySenior,Instagram, #NatureCapture #SeniorMoments ,35.0,70.0,USA,2023,6,17,15,"['capturing', 'the', 'beauty', 'of', 'nature', 'through', 'photography', 'every', 'snapshot', 'is', 'a', 'treasure', 'naturephotography', 'seniorphotographer']",14
"reconnecting with old friends over a cup of tea. friendship, the true essence of companionship. #oldfriends #companionship",Contentment,2023-06-18 11:30:00,TeaTimeSenior,Twitter, #FriendshipGoals #SeniorBonding ,28.0,55.0,UK,2023,6,18,11,"['reconnecting', 'with', 'old', 'friends', 'over', 'a', 'cup', 'of', 'tea', 'friendship', 'the', 'true', 'essence', 'of', 'companionship', 'oldfriends', 'companionship']",17
"embarked on a road trip to revisit cherished places from the past. nostalgia, the ultimate travel companion. #roadtrip #nostalgiatour",Joy,2023-06-19 16:30:00,RoadTripSenior,Facebook, #CherishedPlaces #SeniorTravel ,22.0,45.0,Canada,2023,6,19,16,"['embarked', 'on', 'a', 'road', 'trip', 'to', 'revisit', 'cherished', 'places', 'from', 'the', 'past', 'nostalgia', 'the', 'ultimate', 'travel', 'companion', 'roadtrip', 'nostalgiatour']",19
"joined a community choir, harmonizing with fellow voices. music creates bonds that withstand time. #communitychoir #harmonyinaging",Joy,2023-06-20 14:20:00,ChoirEnthusiast,Instagram, #MusicHarmony #SeniorVoices ,20.0,40.0,USA,2023,6,20,14,"['joined', 'a', 'community', 'choir', 'harmonizing', 'with', 'fellow', 'voices', 'music', 'creates', 'bonds', 'that', 'withstand', 'time', 'communitychoir', 'harmonyinaging']",16
"exploring the art of meditation, finding tranquility in the stillness of the mind. #meditationjourney #tranquilmind",Contentment,2023-06-21 19:00:00,MeditationSenior,Twitter, #MindfulLiving #SeniorCalm ,18.0,35.0,UK,2023,6,21,19,"['exploring', 'the', 'art', 'of', 'meditation', 'finding', 'tranquility', 'in', 'the', 'stillness', 'of', 'the', 'mind', 'meditationjourney', 'tranquilmind']",15
"taking a stroll in the garden, appreciating the beauty of blooming flowers. nature's wonders never cease. #gardenwalk #floralbeauty",Contentment,2023-06-22 13:45:00,GardenEnthusiast,Facebook, #NatureWonders #SeniorGarden ,25.0,50.0,USA,2023,6,22,13,"['taking', 'a', 'stroll', 'in', 'the', 'garden', 'appreciating', 'the', 'beauty', 'of', 'blooming', 'flowers', 'natures', 'wonders', 'never', 'cease', 'gardenwalk', 'floralbeauty']",18
"sipping on a favorite vintage wine, each sip telling a story of the years gone by. cheers to a life well-lived. #winelover #vintagecheers",Contentment,2023-06-23 18:45:00,WineConnoisseur,Instagram, #LifeWellLived #SeniorWine ,28.0,55.0,UK,2023,6,23,18,"['sipping', 'on', 'a', 'favorite', 'vintage', 'wine', 'each', 'sip', 'telling', 'a', 'story', 'of', 'the', 'years', 'gone', 'by', 'cheers', 'to', 'a', 'life', 'welllived', 'winelover', 'vintagecheers']",23
"participated in a community art class, unleashing creativity in the golden years. art has no age limit. #artclass #seniorartistry",Joy,2023-06-24 16:15:00,ArtisticSenior,Twitter, #CreativityAtAnyAge #SeniorCreativity ,22.0,45.0,Canada,2023,6,24,16,"['participated', 'in', 'a', 'community', 'art', 'class', 'unleashing', 'creativity', 'in', 'the', 'golden', 'years', 'art', 'has', 'no', 'age', 'limit', 'artclass', 'seniorartistry']",19
"embarking on a journey of writing a memoir, documenting a lifetime of experiences. every story matters. #memoirwriting #seniorstories",Gratitude,2023-06-25 20:30:00,MemoiristSenior,Facebook, #LifetimeExperiences #SeniorMemoir ,35.0,70.0,USA,2023,6,25,20,"['embarking', 'on', 'a', 'journey', 'of', 'writing', 'a', 'memoir', 'documenting', 'a', 'lifetime', 'of', 'experiences', 'every', 'story', 'matters', 'memoirwriting', 'seniorstories']",18
"attended a lecture on history, always fascinated by the lessons from the past. learning is a lifelong adventure. #historylecture #seniorlearning",Curiosity,2023-06-26 14:00:00,HistoryEnthusiast,Instagram, #LifetimeAdventure #SeniorCuriosity ,30.0,60.0,UK,2023,6,26,14,"['attended', 'a', 'lecture', 'on', 'history', 'always', 'fascinated', 'by', 'the', 'lessons', 'from', 'the', 'past', 'learning', 'is', 'a', 'lifelong', 'adventure', 'historylecture', 'seniorlearning']",20
"rediscovered the joy of cooking traditional family recipes. the kitchen, a place of cherished memories. #familyrecipes #seniorcooking",Contentment,2023-06-27 17:45:00,FamilyChefSenior,Twitter, #KitchenMemories #SeniorCulinary ,20.0,40.0,USA,2023,6,27,17,"['rediscovered', 'the', 'joy', 'of', 'cooking', 'traditional', 'family', 'recipes', 'the', 'kitchen', 'a', 'place', 'of', 'cherished', 'memories', 'familyrecipes', 'seniorcooking']",17
"joined a nature photography club, capturing the beauty of the great outdoors. every click is a connection to nature. #naturephotography #seniorphotographer",Joy,2023-06-28 22:15:00,NaturePhotographySenior,Facebook, #OutdoorBeauty #SeniorClicks ,18.0,35.0,UK,2023,6,28,22,"['joined', 'a', 'nature', 'photography', 'club', 'capturing', 'the', 'beauty', 'of', 'the', 'great', 'outdoors', 'every', 'click', 'is', 'a', 'connection', 'to', 'nature', 'naturephotography', 'seniorphotographer']",21
"attended a jazz concert and swayed to the rhythm of timeless tunes. music, a constant companion in the golden years. #jazzconcert #seniormusic",Joy,2023-06-29 16:30:00,JazzMusicLover,Instagram, #TimelessTunes #SeniorJazz ,25.0,50.0,USA,2023,6,29,16,"['attended', 'a', 'jazz', 'concert', 'and', 'swayed', 'to', 'the', 'rhythm', 'of', 'timeless', 'tunes', 'music', 'a', 'constant', 'companion', 'in', 'the', 'golden', 'years', 'jazzconcert', 'seniormusic']",22
"joined a writing group, penning down thoughts and reflections. writing, a journey into the depths of the soul. #writinggroup #seniorwriter",Gratitude,2023-06-30 19:30:00,SeniorWordsmith,Twitter, #SoulfulWriting #SeniorReflections ,28.0,55.0,UK,2023,6,30,19,"['joined', 'a', 'writing', 'group', 'penning', 'down', 'thoughts', 'and', 'reflections', 'writing', 'a', 'journey', 'into', 'the', 'depths', 'of', 'the', 'soul', 'writinggroup', 'seniorwriter']",20
"embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #solotravel #seniorexplorer",Excitement,2023-07-01 14:00:00,SoloAdventurer,Instagram, #DiscoverNewPlaces #SeniorTravel ,30.0,60.0,USA,2023,7,1,14,"['embarked', 'on', 'a', 'solo', 'travel', 'adventure', 'discovering', 'the', 'beauty', 'of', 'new', 'places', 'at', 'my', 'own', 'pace', 'solotravel', 'seniorexplorer']",18
"attended a vintage car show, reminiscing about the classics that once ruled the roads. nostalgia in every rev. #vintagecars #classicrides",Joy,2023-07-02 18:30:00,CarEnthusiastSenior,Facebook, #RoadTripDownMemoryLane #SeniorCars ,22.0,45.0,UK,2023,7,2,18,"['attended', 'a', 'vintage', 'car', 'show', 'reminiscing', 'about', 'the', 'classics', 'that', 'once', 'ruled', 'the', 'roads', 'nostalgia', 'in', 'every', 'rev', 'vintagecars', 'classicrides']",20
"started a community garden, growing not just plants but friendships too. green thumbs unite! #communitygarden #seniorgardener",Joy,2023-07-03 12:45:00,GreenThumbSenior,Twitter, #GardenFriends #SeniorGreenThumb ,28.0,55.0,Canada,2023,7,3,12,"['started', 'a', 'community', 'garden', 'growing', 'not', 'just', 'plants', 'but', 'friendships', 'too', 'green', 'thumbs', 'unite', 'communitygarden', 'seniorgardener']",16
"hosted a family dinner, where laughter echoed louder than the clinking of utensils. family, the heart of happiness. #familydinner #seniorhost",Contentment,2023-07-04 17:00:00,FamilyHostSenior,Instagram, #HeartwarmingMoments #SeniorFamily ,35.0,70.0,USA,2023,7,4,17,"['hosted', 'a', 'family', 'dinner', 'where', 'laughter', 'echoed', 'louder', 'than', 'the', 'clinking', 'of', 'utensils', 'family', 'the', 'heart', 'of', 'happiness', 'familydinner', 'seniorhost']",20
"enrolled in a dance class for seniors, moving to the rhythm of life. age is just a number on the dance floor. #danceclass #seniordancer",Joy,2023-07-05 20:15:00,DanceEnthusiastSenior,Twitter, #DanceLife #SeniorMoves ,18.0,35.0,UK,2023,7,5,20,"['enrolled', 'in', 'a', 'dance', 'class', 'for', 'seniors', 'moving', 'to', 'the', 'rhythm', 'of', 'life', 'age', 'is', 'just', 'a', 'number', 'on', 'the', 'dance', 'floor', 'danceclass', 'seniordancer']",24
"visited an art gallery, appreciating the brushstrokes that tell tales of creativity. art, an eternal companion. #artgallery #seniorartlover",Joy,2023-07-06 14:30:00,ArtGalleryVisitor,Facebook, #CreativeExpressions #SeniorArt ,25.0,50.0,USA,2023,7,6,14,"['visited', 'an', 'art', 'gallery', 'appreciating', 'the', 'brushstrokes', 'that', 'tell', 'tales', 'of', 'creativity', 'art', 'an', 'eternal', 'companion', 'artgallery', 'seniorartlover']",18
"started a book club for seniors, where discussions are as lively as the characters in the novels. #bookclub #seniorreaders",Joy,2023-07-07 19:45:00,SeniorBookClub,Instagram, #BookishTalks #SeniorBookworms ,22.0,45.0,UK,2023,7,7,19,"['started', 'a', 'book', 'club', 'for', 'seniors', 'where', 'discussions', 'are', 'as', 'lively', 'as', 'the', 'characters', 'in', 'the', 'novels', 'bookclub', 'seniorreaders']",19
"hosted a picnic in the park, basking in the warmth of friendship and sunshine. simple joys, timeless memories. #parkpicnic #seniorjoy",Contentment,2023-07-08 16:00:00,SeniorPicnicHost,Twitter, #FriendshipSunshine #SeniorMemories ,30.0,60.0,Canada,2023,7,8,16,"['hosted', 'a', 'picnic', 'in', 'the', 'park', 'basking', 'in', 'the', 'warmth', 'of', 'friendship', 'and', 'sunshine', 'simple', 'joys', 'timeless', 'memories', 'parkpicnic', 'seniorjoy']",20
"participated in a local theater production, proving that the stage belongs to every age. #theaterproduction #senioractor",Joy,2023-07-09 22:30:00,SeniorActor,Facebook, #StagePassion #SeniorTheater ,20.0,40.0,USA,2023,7,9,22,"['participated', 'in', 'a', 'local', 'theater', 'production', 'proving', 'that', 'the', 'stage', 'belongs', 'to', 'every', 'age', 'theaterproduction', 'senioractor']",16
"embarked on a hiking adventure, conquering trails and relishing the beauty of nature. age is just a number on the mountaintop. #hikingadventure #seniorhiker",Excitement,2023-07-10 14:20:00,SeniorHikerExplorer,Instagram, #NatureTrailBlazer #SeniorExplorer ,28.0,55.0,UK,2023,7,10,14,"['embarked', 'on', 'a', 'hiking', 'adventure', 'conquering', 'trails', 'and', 'relishing', 'the', 'beauty', 'of', 'nature', 'age', 'is', 'just', 'a', 'number', 'on', 'the', 'mountaintop', 'hikingadventure', 'seniorhiker']",23
hosted a photography exhibition featuring snapshots of a life well-lived. every photo has a story to tell. #photographyexhibition #seniorphotographer,Gratitude,2023-07-11 18:45:00,SeniorPhotographerExhibitor,Twitter, #LifeInPictures #SeniorExhibition ,22.0,45.0,Canada,2023,7,11,18,"['hosted', 'a', 'photography', 'exhibition', 'featuring', 'snapshots', 'of', 'a', 'life', 'welllived', 'every', 'photo', 'has', 'a', 'story', 'to', 'tell', 'photographyexhibition', 'seniorphotographer']",19
"joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #cyclingclub #seniorcyclist",Excitement,2023-07-12 13:45:00,SeniorCyclingEnthusiast,Facebook, #OpenRoadAdventures #SeniorCycling ,25.0,50.0,USA,2023,7,12,13,"['joined', 'a', 'seniors', 'cycling', 'club', 'feeling', 'the', 'wind', 'in', 'my', 'hair', 'and', 'the', 'freedom', 'of', 'the', 'open', 'road', 'cyclingclub', 'seniorcyclist']",20
"attended a wine tasting event, savoring the richness of flavors that age like fine wine. cheers to the golden years! #winetasting #seniorwinelover",Joy,2023-07-13 20:00:00,SeniorWineConnoisseur,Instagram, #AgedToPerfection #SeniorCheers ,35.0,70.0,UK,2023,7,13,20,"['attended', 'a', 'wine', 'tasting', 'event', 'savoring', 'the', 'richness', 'of', 'flavors', 'that', 'age', 'like', 'fine', 'wine', 'cheers', 'to', 'the', 'golden', 'years', 'winetasting', 'seniorwinelover']",22
"started learning ballroom dancing, gliding gracefully across the dance floor. ageless elegance in every step. #ballroomdancing #seniordancer",Joy,2023-07-14 16:15:00,SeniorBallroomDancer,Twitter, #GracefulMoves #SeniorDance ,20.0,40.0,USA,2023,7,14,16,"['started', 'learning', 'ballroom', 'dancing', 'gliding', 'gracefully', 'across', 'the', 'dance', 'floor', 'ageless', 'elegance', 'in', 'every', 'step', 'ballroomdancing', 'seniordancer']",17
"organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #paintingevent #seniorartist",Joy,2023-07-15 19:30:00,SeniorPaintingOrganizer,Facebook, #CommunityArt #SeniorCreativity ,28.0,55.0,Canada,2023,7,15,19,"['organized', 'a', 'community', 'painting', 'event', 'turning', 'blank', 'canvases', 'into', 'a', 'masterpiece', 'of', 'shared', 'creativity', 'paintingevent', 'seniorartist']",16
"hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #memorylane #seniorreminiscing",Gratitude,2023-07-16 14:00:00,SeniorMemoriesHost,Instagram, #FriendshipAdventures #SeniorNostalgia ,30.0,60.0,USA,2023,7,16,14,"['hosted', 'a', 'memory', 'lane', 'evening', 'with', 'old', 'friends', 'reminiscing', 'about', 'the', 'adventures', 'that', 'shaped', 'our', 'lives', 'memorylane', 'seniorreminiscing']",18
"joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #astronomyclub #seniorstargazer",Curiosity,2023-07-17 22:15:00,SeniorStargazer,Twitter, #CelestialWonders #SeniorAstronomy ,18.0,35.0,UK,2023,7,17,22,"['joined', 'a', 'seniors', 'astronomy', 'club', 'stargazing', 'and', 'finding', 'wonder', 'in', 'the', 'vastness', 'of', 'the', 'cosmos', 'astronomyclub', 'seniorstargazer']",17
"attended a local jazz festival, tapping toes to the tunes that have stood the test of time. music, a lifelong love affair. #jazzfestival #seniormusiclover",Joy,2023-07-18 16:30:00,SeniorJazzFestivalGoer,Facebook, #TimelessTunes #SeniorJazz ,25.0,50.0,USA,2023,7,18,16,"['attended', 'a', 'local', 'jazz', 'festival', 'tapping', 'toes', 'to', 'the', 'tunes', 'that', 'have', 'stood', 'the', 'test', 'of', 'time', 'music', 'a', 'lifelong', 'love', 'affair', 'jazzfestival', 'seniormusiclover']",24
"started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #seniorwisdom #blog",Gratitude,2023-07-19 19:45:00,WisdomBloggerSenior,Instagram, #LifeLessons #SeniorBlog ,22.0,45.0,UK,2023,7,19,19,"['started', 'a', 'blog', 'sharing', 'the', 'wisdom', 'gained', 'through', 'the', 'years', 'proving', 'that', 'every', 'day', 'is', 'a', 'chance', 'to', 'learn', 'and', 'grow', 'seniorwisdom', 'blog']",23
"participated in a charity run, proving that age is no barrier to supporting meaningful causes. #charityrun #seniorrunner",Excitement,2023-07-20 17:00:00,SeniorCharityRunner,Twitter, #RunForACause #SeniorSupport ,30.0,60.0,Canada,2023,7,20,17,"['participated', 'in', 'a', 'charity', 'run', 'proving', 'that', 'age', 'is', 'no', 'barrier', 'to', 'supporting', 'meaningful', 'causes', 'charityrun', 'seniorrunner']",17
"survived a challenging physics exam. equations, you won't defeat me!",Relief,2023-08-01 13:30:00,PhysicsWhizHighSchool,Instagram, #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0,USA,2023,8,1,13,"['survived', 'a', 'challenging', 'physics', 'exam', 'equations', 'you', 'wont', 'defeat', 'me']",10
exploring the world of coding. debugging is an adventure on its own! #codingjourney #highschoolcoder,Excitement,2023-08-02 14:45:00,CodeExplorerHighSchool,Twitter, #CodingAdventure #HighSchoolCoderLife ,25.0,50.0,UK,2023,8,2,14,"['exploring', 'the', 'world', 'of', 'coding', 'debugging', 'is', 'an', 'adventure', 'on', 'its', 'own', 'codingjourney', 'highschoolcoder']",14
"joined the school debate team. words are my weapons, and i'm ready for battle!",Excitement,2023-08-03 12:15:00,DebateWarriorHighSchool,Facebook, #DebateWarrior #HighSchoolDebater ,18.0,35.0,Canada,2023,8,3,12,"['joined', 'the', 'school', 'debate', 'team', 'words', 'are', 'my', 'weapons', 'and', 'im', 'ready', 'for', 'battle']",14
"started a photography club at school. capturing moments, one snapshot at a time!",Joy,2023-08-04 16:30:00,PhotoClubHighSchool,Instagram, #PhotographyClub #HighSchoolPhotographer ,22.0,45.0,USA,2023,8,4,16,"['started', 'a', 'photography', 'club', 'at', 'school', 'capturing', 'moments', 'one', 'snapshot', 'at', 'a', 'time']",13
"daydreaming about the upcoming prom. the dress, the dance – it's a fairytale in the making!",Excitement,2023-08-05 19:45:00,PromDreamerHighSchool,Twitter, #PromDreams #HighSchoolFairytale ,30.0,60.0,Canada,2023,8,5,19,"['daydreaming', 'about', 'the', 'upcoming', 'prom', 'the', 'dress', 'the', 'dance', 'its', 'a', 'fairytale', 'in', 'the', 'making']",15
convinced the teacher to have class outdoors. learning equations with a side of fresh air!,Positive,2023-08-06 14:00:00,OutdoorClassHighSchool,Facebook, #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0,USA,2023,8,6,14,"['convinced', 'the', 'teacher', 'to', 'have', 'class', 'outdoors', 'learning', 'equations', 'with', 'a', 'side', 'of', 'fresh', 'air']",15
"accidentally spilled paint in art class. abstract art, right? #artclassadventures #highschoolartist",Embarrassed,2023-08-07 19:45:00,PaintSpillHighSchool,Instagram, #ArtisticMishaps #HighSchoolArt ,22.0,45.0,UK,2023,8,7,19,"['accidentally', 'spilled', 'paint', 'in', 'art', 'class', 'abstract', 'art', 'right', 'artclassadventures', 'highschoolartist']",11
trying to master the perfect kickflip on my skateboard. skating into the weekend like a pro!,Excitement,2023-08-08 16:00:00,SkateProHighSchool,Twitter, #SkaterLife #HighSchoolSkater ,30.0,60.0,Canada,2023,8,8,16,"['trying', 'to', 'master', 'the', 'perfect', 'kickflip', 'on', 'my', 'skateboard', 'skating', 'into', 'the', 'weekend', 'like', 'a', 'pro']",16
bonding with friends over the latest k-pop sensation. fangirling at its finest!,Joy,2023-08-09 22:30:00,KpopFangirlHighSchool,Facebook, #KpopFangirl #HighSchoolMusic ,20.0,40.0,USA,2023,8,9,22,"['bonding', 'with', 'friends', 'over', 'the', 'latest', 'kpop', 'sensation', 'fangirling', 'at', 'its', 'finest']",12
spent hours perfecting a chemistry experiment. mixing potions like a wizard!,Joy,2023-08-10 14:20:00,ChemistryWizardHighSchool,Instagram, #ChemistryWizard #HighSchoolScientist ,28.0,55.0,UK,2023,8,10,14,"['spent', 'hours', 'perfecting', 'a', 'chemistry', 'experiment', 'mixing', 'potions', 'like', 'a', 'wizard']",11
successfully organized a surprise birthday party for a friend. party planning expert mode: achieved!,Joy,2023-08-11 18:45:00,BirthdayPartyPlannerHighSchool,Twitter, #BirthdayParty #HighSchoolCelebration ,22.0,45.0,Canada,2023,8,11,18,"['successfully', 'organized', 'a', 'surprise', 'birthday', 'party', 'for', 'a', 'friend', 'party', 'planning', 'expert', 'mode', 'achieved']",14
"joined the drama club to unleash my inner actor. lights, camera, action!",Excitement,2023-08-12 13:45:00,DramaClubStarHighSchool,Facebook, #DramaClubStar #HighSchoolActor ,25.0,50.0,USA,2023,8,12,13,"['joined', 'the', 'drama', 'club', 'to', 'unleash', 'my', 'inner', 'actor', 'lights', 'camera', 'action']",12
got my hands on the latest fantasy novel. diving into realms of magic and adventure!,Excitement,2023-08-13 20:00:00,FantasyBookNerdHighSchool,Instagram, #FantasyBookNerd #HighSchoolReader ,35.0,70.0,UK,2023,8,13,20,"['got', 'my', 'hands', 'on', 'the', 'latest', 'fantasy', 'novel', 'diving', 'into', 'realms', 'of', 'magic', 'and', 'adventure']",15
mastering the art of the perfect doodle during boring classes. doodles: a+!,Joy,2023-08-14 16:15:00,DoodleMasterHighSchool,Twitter, #DoodleMaster #HighSchoolArt ,20.0,40.0,USA,2023,8,14,16,"['mastering', 'the', 'art', 'of', 'the', 'perfect', 'doodle', 'during', 'boring', 'classes', 'doodles', 'a']",12
attempting to break the school record for the longest handstand. wish me luck!,Excitement,2023-08-15 19:30:00,HandstandChallengeHighSchool,Facebook, #HandstandChallenge #HighSchoolAthlete ,28.0,55.0,Canada,2023,8,15,19,"['attempting', 'to', 'break', 'the', 'school', 'record', 'for', 'the', 'longest', 'handstand', 'wish', 'me', 'luck']",13
sneaking snacks into class like a pro. the art of snack-smuggling is a sacred skill!,Mischievous,2023-08-16 14:00:00,SnackSmugglerHighSchool,Instagram, #SnackSmuggler #HighSchoolSnacks ,30.0,60.0,USA,2023,8,16,14,"['sneaking', 'snacks', 'into', 'class', 'like', 'a', 'pro', 'the', 'art', 'of', 'snacksmuggling', 'is', 'a', 'sacred', 'skill']",15
hosting a sleepover with friends this weekend. preparing for a night of laughter and memories!,Excitement,2023-08-17 22:15:00,SleepoverHostHighSchool,Twitter, #SleepoverFun #HighSchoolMemories ,18.0,35.0,UK,2023,8,17,22,"['hosting', 'a', 'sleepover', 'with', 'friends', 'this', 'weekend', 'preparing', 'for', 'a', 'night', 'of', 'laughter', 'and', 'memories']",15
"spent hours on a tiktok dance, only to realize i have two left feet. dance fail: unleashed!",Embarrassed,2023-08-18 16:30:00,TikTokFailHighSchool,Facebook, #DanceFail #HighSchoolTikTok ,25.0,50.0,USA,2023,8,18,16,"['spent', 'hours', 'on', 'a', 'tiktok', 'dance', 'only', 'to', 'realize', 'i', 'have', 'two', 'left', 'feet', 'dance', 'fail', 'unleashed']",17
accidentally liked my crush's old photo while stalking their profile. awkward level: maximum!,Embarrassed,2023-08-19 19:45:00,SocialMediaBlunderHighSchool,Instagram, #SocialMediaBlunder #HighSchoolAwkward ,22.0,45.0,UK,2023,8,19,19,"['accidentally', 'liked', 'my', 'crushs', 'old', 'photo', 'while', 'stalking', 'their', 'profile', 'awkward', 'level', 'maximum']",13
tried to impress my crush with a smooth conversation. ended up spilling my drink. smooth level: nonexistent!,Embarrassed,2023-08-20 17:00:00,CrushFailHighSchool,Twitter, #CrushFail #HighSchoolEmbarrassment ,30.0,60.0,Canada,2023,8,20,17,"['tried', 'to', 'impress', 'my', 'crush', 'with', 'a', 'smooth', 'conversation', 'ended', 'up', 'spilling', 'my', 'drink', 'smooth', 'level', 'nonexistent']",17
mastered the art of creating paper airplanes during lecture. paper planes: soaring to new heights!,Joy,2023-08-21 15:45:00,PaperPlaneExpertHighSchool,Instagram, #PaperPlaneExpert #HighSchoolArt ,15.0,30.0,USA,2023,8,21,15,"['mastered', 'the', 'art', 'of', 'creating', 'paper', 'airplanes', 'during', 'lecture', 'paper', 'planes', 'soaring', 'to', 'new', 'heights']",15
trying to set a new trend by juggling textbooks between classes. academic juggling: a unique skill!,Excitement,2023-08-22 12:30:00,JugglingProHighSchool,Facebook, #TextbookJuggling #HighSchoolSkills ,22.0,40.0,Canada,2023,8,22,12,"['trying', 'to', 'set', 'a', 'new', 'trend', 'by', 'juggling', 'textbooks', 'between', 'classes', 'academic', 'juggling', 'a', 'unique', 'skill']",16
hiding a snack stash in my backpack for emergency cravings. snack ninja mode: activated!,Mischievous,2023-08-23 16:45:00,SnackNinjaHighSchool,Twitter, #SnackNinja #HighSchoolSnacks ,28.0,55.0,USA,2023,8,23,16,"['hiding', 'a', 'snack', 'stash', 'in', 'my', 'backpack', 'for', 'emergency', 'cravings', 'snack', 'ninja', 'mode', 'activated']",14
planning a surprise scavenger hunt for friends. anticipating the thrill and excitement!,Excitement,2023-08-24 18:20:00,ScavengerHuntMasterHighSchool,Instagram, #SurpriseAdventure #HighSchoolFun ,20.0,38.0,UK,2023,8,24,18,"['planning', 'a', 'surprise', 'scavenger', 'hunt', 'for', 'friends', 'anticipating', 'the', 'thrill', 'and', 'excitement']",12
danced in the rain to celebrate the end of exams. rain dance: unexpectedly refreshing!,Joy,2023-08-25 14:15:00,RainDanceCelebrationHighSchool,Facebook, #RainDance #HighSchoolJoy ,25.0,50.0,Canada,2023,8,25,14,"['danced', 'in', 'the', 'rain', 'to', 'celebrate', 'the', 'end', 'of', 'exams', 'rain', 'dance', 'unexpectedly', 'refreshing']",14
accidentally sent a text meant for a friend to the class group chat. texting fail: oops moment!,Embarrassed,2023-08-26 17:30:00,GroupChatBlunderHighSchool,Twitter, #TextingFail #HighSchoolAwkward ,18.0,35.0,USA,2023,8,26,17,"['accidentally', 'sent', 'a', 'text', 'meant', 'for', 'a', 'friend', 'to', 'the', 'class', 'group', 'chat', 'texting', 'fail', 'oops', 'moment']",17
tried a magic trick to impress classmates. magic fail: where did that rabbit go?,Embarrassed,2023-08-27 20:45:00,MagicFailHighSchool,Instagram, #MagicFail #HighSchoolMagic ,22.0,45.0,UK,2023,8,27,20,"['tried', 'a', 'magic', 'trick', 'to', 'impress', 'classmates', 'magic', 'fail', 'where', 'did', 'that', 'rabbit', 'go']",14
perfecting the art of creating origami during a dull lecture. origami mastery: a+!,Joy,2023-08-28 16:00:00,OrigamiProHighSchool,Twitter, #OrigamiMaster #HighSchoolArt ,18.0,36.0,USA,2023,8,28,16,"['perfecting', 'the', 'art', 'of', 'creating', 'origami', 'during', 'a', 'dull', 'lecture', 'origami', 'mastery', 'a']",13
attempting to set a new record for the most consecutive hacky sack kicks. hacky sack skills: unleashed!,Excitement,2023-08-29 13:45:00,HackySackChampionHighSchool,Instagram, #HackySackChallenge #HighSchoolAthlete ,26.0,48.0,Canada,2023,8,29,13,"['attempting', 'to', 'set', 'a', 'new', 'record', 'for', 'the', 'most', 'consecutive', 'hacky', 'sack', 'kicks', 'hacky', 'sack', 'skills', 'unleashed']",17
creating a secret handshake with friends. friendship level: expert!,Joy,2023-08-30 17:30:00,SecretHandshakeHighSchool,Facebook, #FriendshipGoals #HighSchoolMemories ,20.0,40.0,USA,2023,8,30,17,"['creating', 'a', 'secret', 'handshake', 'with', 'friends', 'friendship', 'level', 'expert']",9
embarking on a mission to find the best burger joint in town. burger connoisseur: reporting for duty!,Excitement,2023-08-31 20:15:00,BurgerQuestHighSchool,Twitter, #BurgerQuest #HighSchoolFoodie ,24.0,42.0,UK,2023,8,31,20,"['embarking', 'on', 'a', 'mission', 'to', 'find', 'the', 'best', 'burger', 'joint', 'in', 'town', 'burger', 'connoisseur', 'reporting', 'for', 'duty']",17
practicing a stand-up comedy routine for the upcoming talent show. comedy gig: in the making!,Joy,2023-09-01 14:45:00,ComedyGeniusHighSchool,Instagram, #StandUpComedy #HighSchoolTalent ,21.0,39.0,Canada,2023,9,1,14,"['practicing', 'a', 'standup', 'comedy', 'routine', 'for', 'the', 'upcoming', 'talent', 'show', 'comedy', 'gig', 'in', 'the', 'making']",15
